SGM Guy J. Killingsworth Chapter 621 Military Order of the Purple Heart,HEALTH
Show-Me-Strokes Decorative Painters,EDUCATION
"Shriners, Abou Ben Adhem",EDUCATION
"Shriners, Abou Ben Adhem",HEALTH
"SIDS Resources, Inc.",EDUCATION
"SIDS Resources, Inc.",EMPLOYMENT
"SIDS Resources, Inc.",HEALTH
"Society of Manufacturing Engineers, Springfield Chapter 321",EDUCATION
Sons of Union Veterans of the Civil War,EDUCATION
Southwest Center for Independent Living,EDUCATION
Southwest Home Education Ministry (SHEM),HOMELESS
Southwest Missouri Area of Narcotics Anonymous (SWMOANA),HEALTH
Southwest Missouri Area of Narcotics Anonymous (SWMOANA),TRANSPORTATION
Southwest Missouri Art and Craft Guild ,EMPLOYMENT
Southwest Missouri Art and Craft Guild ,TRANSPORTATION
"Southwest Missouri Code Officials, Inc.",EDUCATION
Southwest Missouri Council of Governments,TRANSPORTATION
Southwest Missouri Indian Center,CLOTHING
Southwest Missouri Indian Center,FOOD
Southwest Missouri Retriever Club,EDUCATION
Southwest Missouri Retriever Club,EMPLOYMENT
Southwest Missouri Retriever Club,HEALTH
Southwest Missouri Youth Basketball,EDUCATION
Southwest Missouri Youth Basketball,EMPLOYMENT
Southwest Missouri Youth Basketball,HEALTH
Spring Creek Property Owners Association,HEALTH
Springfield Animal Advocacy Foundation (SAAFhouse),EMPLOYMENT
Springfield Animal Advocacy Foundation (SAAFhouse),HOMELESS
Springfield Area Chamber of Commerce,EMPLOYMENT
Springfield Area Chamber of Commerce,TRANSPORTATION
Springfield Area Music Teachers Association,EDUCATION
Springfield Art Museum,EMPLOYMENT
"Springfield Ballet, Inc.",EDUCATION
"Springfield Ballet, Inc.",EMPLOYMENT
Springfield Bridge Center,EDUCATION
Springfield Business Builders Club,TRANSPORTATION
Springfield Community Center (SCC),EDUCATION
Springfield Contractors Association (SCA),EMPLOYMENT
Springfield Council of Federated Garden Clubs,EMPLOYMENT
Springfield Evening Lions Club,HEALTH
Springfield Executive Breakfast Club,EMPLOYMENT
Springfield Fiber Artists,EDUCATION
Springfield Hospitality Club,FOOD
Springfield Little Theatre,EDUCATION
Springfield Missouri Employer Committee (MEC),EMPLOYMENT
Springfield Missouri Employer Committee (MEC),TRANSPORTATION
Springfield Missouri State Teachers Association (MSTA),EDUCATION
Springfield Organic Gardening Club,EDUCATION
Springfield Piano Teachers Forum,EDUCATION
Springfield Plateau Chapter of Missouri Master Naturalists,EDUCATION
Springfield Porcelain Artists,EDUCATION
Springfield Public Schools,EDUCATION
Springfield Public Schools: Early Childhood Special Education,HEALTH
Springfield Public Schools: KIDSFIRST (formerly Underprivileged School Children's Fund),CLOTHING
Springfield Public Schools: KIDSFIRST (formerly Underprivileged School Children's Fund),EDUCATION
Springfield Public Schools: KIDSFIRST (formerly Underprivileged School Children's Fund),HEALTH
Springfield Public Schools: Office of Cultural Diversity,EDUCATION
Springfield Regional Arts Council,EDUCATION
Springfield Regional Arts Council,HOMELESS
Springfield Rotaract Club,TRANSPORTATION
Springfield Service Club of the Blind,EDUCATION
Springfield Symphony Guild,EDUCATION
Springfield Symphony Orchestra,EDUCATION
Springfield Toastmasters Club 527,HEALTH
Springfield Victory Mission,CLOTHING
Springfield Victory Mission,EDUCATION
Springfield Victory Mission,EMPLOYMENT
Springfield Victory Mission,FOOD
Springfield Victory Mission,HEALTH
Springfield Victory Mission,HOMELESS
Springfield Victory Mission,SPIRITUAL
Springfield Victory Vintage Thrift Store,CLOTHING
Springfield Victory Vintage Thrift Store,HOMELESS
"Springfield Workshop, Inc.",EMPLOYMENT
Springfield Writers' Workshop,EMPLOYMENT
Springfield-Greene County Health Department,FOOD
Springfield-Greene County Health Department,HEALTH
"Springfield-Greene County Health Department: Women, Infants and Children Supplemental Nutrition Program (WIC)",EDUCATION
"Springfield-Greene County Health Department: Women, Infants and Children Supplemental Nutrition Program (WIC)",FOOD
"Springfield-Greene County Health Department: Women, Infants and Children Supplemental Nutrition Program (WIC)",HEALTH
Springfield-Greene County Library District: The Library Center,HOMELESS
Springfield-Greene County Library District: Walking Books,HEALTH
Springfield-Greene County Office of Emergency Management (OEM),HEALTH
Springfield-Greene County Park Board: Betty Allison Golf Course at Oscar Blom,EDUCATION
Springfield-Greene County Park Board: Betty Allison Golf Course at Oscar Blom,HEALTH
Springfield-Greene County Park Board: Bill & Payne Stewart Golf Course,HEALTH
Springfield-Greene County Park Board: Bill & Payne Stewart Golf Course,TRANSPORTATION
Springfield-Greene County Park Board: Chesterfield Family and Aquatic Center,HEALTH
Springfield-Greene County Park Board: Cooper Tennis Complex,EDUCATION
Springfield-Greene County Park Board: Cooper Tennis Complex,HEALTH
Springfield-Greene County Park Board: Cooper Tennis Complex,HOMELESS
Springfield-Greene County Park Board: Cooper Tennis Complex,LEGAL
Springfield-Greene County Park Board: Dan Kinney Family Center,HEALTH
Springfield-Greene County Park Board: Doling History Museum,HOMELESS
Springfield-Greene County Park Board: Doling History Museum,LEGAL
Springfield-Greene County Park Board: Gray-Campbell Farmstead,EDUCATION
Springfield-Greene County Park Board: Gray-Campbell Farmstead,HOMELESS
Springfield-Greene County Park Board: Horton Smith Golf Course,EDUCATION
Springfield-Greene County Park Board: Horton Smith Golf Course,HEALTH
Springfield-Greene County Park Board: Horton Smith Golf Course,TRANSPORTATION
Springfield-Greene County Park Board: Jordan Valley Park,FOOD
Springfield-Greene County Park Board: Jordan Valley Park,HEALTH
Springfield-Greene County Park Board: Lake Springfield Boathouse and Marina,HOMELESS
Springfield-Greene County Park Board: Mediacom Ice Park,EDUCATION
Springfield-Greene County Park Board: Miracle League Ball Field,HEALTH
Springfield-Greene County Park Board: Mizumoto Japanese Stroll Garden,HOMELESS
Springfield-Greene County Park Board: Northview Center,FOOD
Springfield-Greene County Park Board: Northview Center,HEALTH
Springfield-Greene County Park Board: Northview Center,HOMELESS
Springfield-Greene County Park Board: Oak Grove Community Center,FOOD
Springfield-Greene County Park Board: Rivercut Golf Course,TRANSPORTATION
Springfield-Greene County Park Board: Rutledge-Wilson Farm Park,EDUCATION
Springfield-Greene County Park Board: Springfield Botanical Gardens at Nathanael Greene-Close Memorial Park,EDUCATION
Springfield-Greene County Park Board: Springfield Botanical Gardens at Nathanael Greene-Close Memorial Park,HEALTH
Springfield-Greene County Park Board: Springfield Botanical Gardens at Nathanael Greene-Close Memorial Park,HOMELESS
Springfield-Greene County Park Board: Valley Water Mill Equestrian Center,HOMELESS
SRO Lyric Theatre (Springfield Regional Opera),HEALTH
St. Vincent de Paul,FOOD
Starlight Debonaires Ballroom Dance Club,HOMELESS
State of Missouri: Department of Corrections -- Division of Probation and Parole,LEGAL
"State of Missouri: Department of Elementary and Secondary Education -- Division of Adult Learning and Rehabilitation Services, Office of Vocational Rehabilitation (South Springfield)",EMPLOYMENT
"State of Missouri: Department of Elementary and Secondary Education -- Division of Adult Learning and Rehabilitation Services, Office of Vocational Rehabilitation (South Springfield)",HEALTH
"State of Missouri: Department of Elementary and Secondary Education--Division of Adult Learning and Rehabilitation Services, Office of Vocational Rehabilitation (North Springfield)",EMPLOYMENT
"State of Missouri: Department of Elementary and Secondary Education--Division of Adult Learning and Rehabilitation Services, Office of Vocational Rehabilitation (North Springfield)",HEALTH
State of Missouri: Department of Health and Senior Services -- Bureau of Special Health Care Needs,HEALTH
"State of Missouri: Department of Health and Senior Services, Section for Child Care Regulations",LEGAL
"State of Missouri: Department of Health and Senior Services, Southwest District",HEALTH
State of Missouri: Department of Labor and Industrial Relations--Division of Workers Compensation,EMPLOYMENT
State of Missouri: Department of Mental Health -- Division of Alcohol and Drug Abuse and Comprehensive Psychiatric Services,HEALTH
State of Missouri: Department of Mental Health -- Division of Alcohol and Drug Abuse and Comprehensive Psychiatric Services,TRANSPORTATION
"State of Missouri: Department of Mental Health -- Division of Developmental Disabilities, Springfield Regional Office",EDUCATION
"State of Missouri: Department of Mental Health -- Division of Developmental Disabilities, Springfield Regional Office",HEALTH
"State of Missouri: Department of Natural Resources, Southwest Regional Office",LEGAL
State of Missouri: Department of Social Services -- Greene County Family Support Division,FOOD
State of Missouri: Department of Social Services -- Greene County Family Support Division,HEALTH
State of Missouri: Department of Social Services -- Rehabilitation Services for the Blind (RSB),EMPLOYMENT
State of Missouri: Department of Social Services -- Rehabilitation Services for the Blind (RSB),HEALTH
State of Missouri: Department of Social Services Greene County Children's Division,HEALTH
State of Missouri: Department of Social Services Greene County Children's Division,TRANSPORTATION
State of Missouri: Department of Social Services--Division of Youth Services,HEALTH
State of Missouri: Department of Social Services--Division of Youth Services,LEGAL
"State of Missouri: Highway Patrol, Troop D",EMPLOYMENT
"State of Missouri: Highway Patrol, Troop D",LEGAL
"State of Missouri: Highway Patrol, Troop D",TRANSPORTATION
State of Missouri: Secretary of State,HEALTH
State of Missouri: Secretary of State,TRANSPORTATION
Stony Point Club,EDUCATION
The Doula Foundation,EDUCATION
The Giggle Box Project,HEALTH
The Healing Quilt Project of the Ozarks,EDUCATION
The Healing Quilt Project of the Ozarks,FOOD
The Healing Quilt Project of the Ozarks,HEALTH
The History Museum on the Square,TRANSPORTATION
The Journey Home Project (Burrell Behavioral Health Homeless Services),HEALTH
The Journey Home Project (Burrell Behavioral Health Homeless Services),HOMELESS
"The Kitchen, Inc.",CLOTHING
"The Kitchen, Inc.",EDUCATION
"The Kitchen, Inc.",FOOD
"The Kitchen, Inc.",HEALTH
"The Kitchen, Inc.",HOMELESS
The Next Step,HEALTH
The Salvation Army Family Enrichment Center,EMPLOYMENT
The Salvation Army Family Enrichment Center,HOMELESS
The Salvation Army Family Enrichment Center,TRANSPORTATION
The Salvation Army: Day Labor Program,EMPLOYMENT
The Salvation Army: Harbor House,EMPLOYMENT
The Salvation Army: Harbor House,HEALTH
The Salvation Army: Main Office,FOOD
The Salvation Army: Main Office,HEALTH
The Salvation Army: Main Office,HOMELESS
The Salvation Army: New Start Housing Program,HOMELESS
The Veterans Center (formerly Myrl Billings Memorial Veterans Center),EDUCATION
The Veterans Center (formerly Myrl Billings Memorial Veterans Center),HEALTH
Through the Roof,HEALTH
Through the Roof,SPIRITUAL
Tom Watkins Neighborhood Association,HEALTH
United Ministries in Higher Education -- Ekklesia,SPIRITUAL
"United Ostomy Association of America, Inc.",HEALTH
United States Small Business Administration (SBA),TRANSPORTATION
United States: Department of Veterans Affairs -- Springfield Vet Center of Greene County,HEALTH
United States: Food and Drug Administration,FOOD
United States: Food and Drug Administration,HEALTH
United States: Social Security Administration -- Springfield Office,LEGAL
United Way of the Ozarks,CLOTHING
United Way of the Ozarks,EMPLOYMENT
United Way of the Ozarks,HEALTH
University of Missouri Extension: Greene County,EDUCATION
Urban Districts Alliance,TRANSPORTATION
Vegetarian Club of the Ozarks,EDUCATION
Vegetarian Club of the Ozarks,FOOD
Vegetarian Club of the Ozarks,HEALTH
Vegetarian Club of the Ozarks,TRANSPORTATION
Veterans Coming Home Center,CLOTHING
Veterans Coming Home Center,FOOD
Veterans Coming Home Center,HEALTH
Veterans Coming Home Center,HOMELESS
Victory Trade School,EDUCATION
Victory Trade School,EMPLOYMENT
Victory Trade School,FOOD
Victory Trade School,HEALTH
Watershed Committee of the Ozarks,EDUCATION
Willard Recreation Center,HEALTH
Wilson's Creek National Battlefield,TRANSPORTATION
Wilson's Creek National Battlefield Foundation,EDUCATION
Women in Need,EMPLOYMENT
"Women's Council of Realtors, Springfield Chapter",EDUCATION
"Women's Council of Realtors, Springfield Chapter",LEGAL
Working Women In Nixa (WWIN),EMPLOYMENT
Working Women In Nixa (WWIN),TRANSPORTATION
Writers Hall of Fame,EDUCATION
Writers Hall of Fame,HEALTH
Youth of the Ozarks Community Thrift Store,CLOTHING
Youth of the Ozarks Community Thrift Store,HOMELESS
Youth of Unity,SPIRITUAL
